status,bed,bath,acre_lot,city,state,house_size,price
1,3.0,2.0,0.25,29,1,1000.0,132000.0
1,4.0,4.0,0.14,29,1,1500.0,197000.0
1,2.0,1.0,0.15,2,1,748.0,67000.0
1,3.0,2.0,0.08,3,1,1050.0,71600.0
1,2.0,1.0,0.09,3,1,1092.0,100000.0
1,5.0,3.0,0.07,16,1,1700.0,185000.0
1,3.0,2.0,13.39,7,1,1106.0,89000.0
1,6.0,4.0,0.37,30,1,3400.0,200000.0
1,3.0,2.0,0.29,29,1,1604.0,150000.0
1,4.0,3.0,0.24,29,1,3413.0,200000.0
1,3.0,2.0,0.08,2,1,1045.0,150000.0
1,3.0,2.0,0.08,3,1,1500.0,105000.0
1,3.0,2.0,0.25,31,1,2500.0,210000.0
1,3.0,1.0,0.2,5,1,2040.0,50000.0
1,5.0,5.0,0.74,3,1,2677.0,649000.0
1,3.0,1.0,0.08,16,1,921.0,105000.0
1,3.0,1.0,0.07,16,1,800.0,113600.0
1,3.0,3.0,0.19,29,1,2872.0,279000.0
1,7.0,4.0,0.49,29,1,800.0,150000.0
1,5.0,2.0,0.12,9,1,1620.0,79000.0
1,3.0,2.0,0.08,32,1,1195.0,174900.0
1,4.0,3.0,0.3,3,1,3000.0,425000.0
1,5.0,4.0,0.12,3,1,1600.0,225000.0
1,3.0,4.0,1.94,9,1,2500.0,195000.0
1,3.0,2.0,0.07,33,1,895.0,134000.0
1,4.0,2.0,0.25,33,1,2038.0,245000.0
1,4.0,2.0,0.09,34,1,1100.0,161000.0
1,4.0,2.0,0.22,16,1,2236.0,290000.0
1,4.0,3.0,0.21,32,1,2961.0,375000.0
1,6.0,3.0,1.75,17,1,1943.0,189000.0
1,3.0,2.0,0.21,35,1,2400.0,425000.0
1,5.0,4.0,0.2,29,1,2832.0,289000.0
1,5.0,3.0,0.22,30,1,3650.0,418000.0
1,5.0,3.0,1.46,31,1,2366.0,365000.0
1,5.0,2.0,0.16,36,1,1757.0,95000.0
1,3.0,2.0,0.27,32,1,1150.0,49900.0
1,3.0,2.0,0.08,32,1,1195.0,174900.0
1,2.0,2.0,0.09,32,1,955.0,90000.0
1,4.0,3.0,0.21,32,1,2961.0,375000.0
1,3.0,2.0,0.08,32,1,1015.0,111000.0
1,3.0,2.0,0.09,32,1,1105.0,114400.0
1,3.0,2.0,0.14,32,1,955.0,113500.0
1,2.0,1.0,0.08,37,1,700.0,59200.0
1,3.0,1.0,0.07,38,1,950.0,63800.0
1,3.0,2.0,0.09,39,1,1000.0,45000.0
1,5.0,3.0,0.07,16,1,1700.0,185000.0
1,2.0,2.0,0.11,37,1,800.0,55000.0
1,5.0,3.0,0.61,40,1,1400.0,100000.0
1,4.0,3.0,0.24,29,1,3413.0,200000.0
1,4.0,2.0,0.19,41,1,1500.0,80000.0
1,2.0,2.0,1.22,42,1,1500.0,55000.0
1,3.0,1.0,0.2,5,1,2040.0,50000.0
1,3.0,2.0,0.25,31,1,2500.0,210000.0
1,4.0,2.0,0.08,39,1,1650.0,157500.0
1,3.0,1.0,0.08,16,1,921.0,105000.0
1,3.0,1.0,0.07,16,1,800.0,113600.0
1,3.0,3.0,0.19,29,1,2872.0,279000.0
1,5.0,2.0,0.12,9,1,1620.0,79000.0
1,3.0,2.0,0.07,33,1,895.0,134000.0
1,7.0,4.0,0.49,29,1,800.0,150000.0
1,3.0,3.0,0.3,39,1,2400.0,270000.0
1,6.0,4.0,0.2,42,1,1880.0,172000.0
1,5.0,4.0,0.2,29,1,2832.0,289000.0
1,4.0,2.0,0.09,34,1,1100.0,161000.0
1,6.0,4.0,0.1,39,1,2600.0,65000.0
1,5.0,3.0,0.22,30,1,3650.0,418000.0
1,3.0,2.0,0.27,37,1,2200.0,465000.0
1,3.0,3.0,0.52,37,1,1500.0,575000.0
1,3.0,2.0,0.1,37,1,1800.0,550000.0
1,4.0,3.0,0.12,37,1,2490.0,895000.0
1,3.0,2.0,0.07,40,1,2100.0,635000.0
1,3.0,1.0,0.08,25,1,900.0,134000.0
1,4.0,2.0,0.25,25,1,2800.0,365000.0
1,3.0,2.0,0.2,25,1,2214.0,260000.0
1,4.0,2.0,0.22,25,1,3328.0,460000.0
1,4.0,2.0,0.48,23,1,1233.0,63000.0
1,2.0,2.0,0.15,24,1,1393.0,95000.0
1,3.0,2.0,0.12,11,1,1200.0,75000.0
1,8.0,5.0,0.09,23,1,2000.0,125000.0
1,5.0,5.0,0.19,25,1,4000.0,325000.0
1,3.0,2.0,0.07,25,1,1000.0,101800.0
1,3.0,2.0,1.75,25,1,1620.0,330000.0
1,3.0,2.0,0.09,11,1,1760.0,115000.0
1,1.0,1.0,0.12,25,1,491.0,25000.0
1,2.0,1.0,4.74,25,1,1000.0,285000.0
1,5.0,5.0,0.08,11,1,1600.0,190000.0
1,3.0,3.0,0.27,24,1,976.0,205000.0
1,3.0,1.0,0.08,26,1,894.0,70000.0
1,4.0,2.0,0.12,23,1,1163.0,135000.0
1,3.0,2.0,0.08,11,1,1175.0,104000.0
1,3.0,2.0,0.97,28,1,1200.0,275000.0
1,4.0,2.0,0.08,25,1,3052.0,250000.0
1,3.0,1.0,0.07,26,1,363.0,150000.0
1,12.0,6.0,0.52,25,1,4800.0,750000.0
1,3.0,2.0,0.25,25,1,2800.0,395000.0
1,4.0,3.0,0.4,28,1,6500.0,495000.0
1,3.0,2.0,0.12,25,1,1044.0,100000.0
1,3.0,1.0,0.03,25,1,980.0,75000.0
1,4.0,2.0,0.19,25,1,1400.0,122000.0
1,3.0,1.0,0.16,25,1,936.0,150000.0
1,3.0,4.0,0.23,25,1,3089.0,325000.0
1,3.0,4.0,0.09,25,1,2064.0,130000.0
1,2.0,2.0,0.46,25,1,1242.0,139900.0
1,5.0,5.0,0.19,25,1,4000.0,325000.0
1,8.0,5.0,0.48,25,1,8368.0,395000.0
1,3.0,2.0,0.07,25,1,1000.0,101800.0
1,5.0,4.0,0.22,25,1,2700.0,375000.0
1,3.0,2.0,0.25,25,1,2800.0,395000.0
1,3.0,2.0,1.75,25,1,1620.0,330000.0
1,3.0,3.0,0.26,25,1,2069.0,385000.0
1,1.0,1.0,0.12,25,1,491.0,25000.0
1,2.0,1.0,4.74,25,1,1000.0,285000.0
1,4.0,2.0,0.08,25,1,3052.0,250000.0
1,8.0,7.0,0.43,25,1,3192.0,600000.0
1,12.0,6.0,0.52,25,1,4800.0,750000.0
1,3.0,1.0,0.04,19,1,913.0,70000.0
1,5.0,3.0,0.49,19,1,2500.0,799000.0
1,3.0,1.0,0.08,19,1,917.0,74500.0
1,2.0,1.0,0.15,2,1,748.0,67000.0
1,3.0,2.0,0.08,3,1,1050.0,71600.0
1,4.0,3.0,0.46,4,1,2520.0,179000.0
1,3.0,2.0,0.09,4,1,1120.0,70000.0
1,4.0,2.0,0.1,3,1,1800.0,145000.0
1,3.0,2.0,13.39,7,1,1106.0,89000.0
1,5.0,3.0,7.46,6,1,5403.0,300000.0
1,3.0,2.0,0.1,8,1,4161.0,155000.0
1,3.0,2.0,0.08,3,1,1500.0,85000.0
1,5.0,2.0,0.12,9,1,1620.0,79000.0
1,3.0,2.0,0.08,2,1,1045.0,150000.0
1,2.0,1.0,0.09,3,1,1092.0,100000.0
1,6.0,3.0,0.25,12,1,1230.0,140000.0
1,5.0,5.0,0.74,3,1,2677.0,649000.0
1,2.0,1.0,0.23,10,1,621.0,50000.0
1,3.0,3.0,0.23,9,1,1326.0,69900.0
1,3.0,2.0,3.88,4,1,4000.0,575000.0
1,3.0,2.0,0.08,3,1,1500.0,105000.0
1,3.0,2.0,0.08,10,1,1100.0,120000.0
1,3.0,2.0,0.28,4,1,1500.0,255000.0
1,6.0,3.0,1.75,17,1,1943.0,189000.0
1,4.0,2.0,0.11,15,1,1300.0,93000.0
1,1.0,1.0,0.1,3,1,850.0,220000.0
1,4.0,3.0,0.3,3,1,3000.0,425000.0
1,3.0,2.0,0.69,7,1,2505.0,469000.0
1,3.0,1.0,0.23,10,1,936.0,70500.0
1,3.0,2.0,0.05,10,1,1118.0,122500.0
1,3.0,4.0,1.94,9,1,2500.0,195000.0
1,5.0,4.0,0.12,3,1,1600.0,225000.0
1,3.0,2.0,0.97,30,1,2111.0,330000.0
1,4.0,4.0,4.84,4,1,3690.0,475000.0
1,4.0,2.0,0.24,6,1,1800.0,120000.0
1,5.0,3.0,0.16,3,1,3100.0,555000.0
1,5.0,2.0,0.16,36,1,1757.0,95000.0
1,3.0,1.0,0.04,35,1,1460.0,69500.0
1,4.0,3.0,0.24,35,1,1500.0,135000.0
1,3.0,1.0,0.38,35,1,900.0,74000.0
1,3.0,1.0,1.94,35,1,1400.0,109000.0
1,3.0,2.0,0.21,35,1,2400.0,425000.0
1,3.0,3.0,0.13,35,1,1300.0,168100.0
1,3.0,1.0,0.1,35,1,800.0,110000.0
1,3.0,2.0,0.08,3,1,1050.0,71600.0
1,4.0,3.0,0.46,4,1,2520.0,179000.0
1,3.0,2.0,13.39,7,1,1106.0,89000.0
1,2.0,1.0,0.09,3,1,1092.0,100000.0
1,3.0,2.0,0.1,8,1,4161.0,155000.0
1,2.0,2.0,0.15,24,1,1393.0,95000.0
1,3.0,2.0,0.08,3,1,1500.0,105000.0
1,3.0,2.0,0.05,10,1,1118.0,122500.0
1,3.0,1.0,0.08,26,1,894.0,70000.0
1,2.0,1.0,0.23,10,1,621.0,50000.0
1,5.0,3.0,7.46,6,1,5403.0,300000.0
1,7.0,4.0,0.11,11,1,2200.0,215000.0
1,5.0,2.0,0.12,9,1,1620.0,79000.0
1,6.0,3.0,0.25,12,1,1230.0,140000.0
1,4.0,4.0,0.22,11,1,3450.0,235000.0
1,5.0,5.0,0.08,11,1,1600.0,190000.0
1,4.0,3.0,0.3,3,1,3000.0,425000.0
1,3.0,2.0,3.88,4,1,4000.0,575000.0
1,5.0,4.0,0.12,3,1,1600.0,225000.0
1,4.0,7.0,0.76,7,1,4000.0,450000.0
1,1.0,1.0,0.1,3,1,850.0,220000.0
1,3.0,1.0,0.07,26,1,363.0,150000.0
1,3.0,2.0,0.69,7,1,2505.0,469000.0
1,4.0,4.0,4.84,4,1,3690.0,475000.0
1,3.0,2.0,0.21,35,1,2400.0,425000.0
1,5.0,3.0,0.16,3,1,3100.0,555000.0
1,9.0,7.0,0.46,11,1,3709.0,650000.0
1,5.0,2.0,0.16,36,1,1757.0,95000.0
1,3.0,2.0,0.1,43,1,1290.0,130000.0
1,8.0,4.0,0.45,43,1,2852.0,300000.0
1,5.0,2.0,1.21,43,1,1898.0,54900.0
1,2.0,1.0,0.2,43,1,1275.0,250000.0
1,3.0,3.0,0.36,43,1,20132.0,435000.0
1,8.0,5.0,0.09,23,1,2000.0,125000.0
1,4.0,3.0,0.24,29,1,3413.0,200000.0
1,2.0,2.0,0.15,24,1,1393.0,95000.0
1,3.0,2.0,0.09,11,1,1760.0,115000.0
1,4.0,2.0,0.08,25,1,3052.0,250000.0
1,7.0,4.0,0.49,29,1,800.0,150000.0
1,5.0,5.0,0.08,11,1,1600.0,190000.0
1,3.0,2.0,0.21,20,1,1565.0,225000.0
1,4.0,4.0,0.22,11,1,3450.0,235000.0
1,5.0,2.0,0.12,9,1,1620.0,79000.0
1,5.0,3.0,7.46,6,1,5403.0,300000.0
1,3.0,2.0,3.88,4,1,4000.0,575000.0
1,5.0,3.0,0.22,30,1,3650.0,418000.0
1,3.0,3.0,0.27,24,1,976.0,205000.0
1,5.0,4.0,0.12,3,1,1600.0,225000.0
1,3.0,1.0,0.07,26,1,363.0,150000.0
1,3.0,2.0,0.69,7,1,2505.0,469000.0
1,4.0,4.0,4.84,4,1,3690.0,475000.0
1,12.0,6.0,0.52,25,1,4800.0,750000.0
1,4.0,3.0,0.4,28,1,6500.0,495000.0
1,4.0,2.0,0.1,20,1,1955.0,339000.0
1,3.0,2.0,0.25,25,1,2800.0,395000.0
1,9.0,8.0,0.17,27,1,3852.0,950000.0
1,9.0,7.0,0.46,11,1,3709.0,650000.0
1,4.0,2.0,0.49,27,1,2450.0,950000.0
1,5.0,2.0,0.16,36,1,1757.0,95000.0
1,3.0,2.0,1.17,5,1,1000.0,89000.0
1,3.0,2.0,1.48,5,1,1820.0,275000.0
1,3.0,2.0,0.1,5,1,1100.0,65000.0
1,4.0,3.0,2.23,5,1,3344.0,225000.0
1,3.0,1.0,1.16,5,1,1100.0,98000.0
1,3.0,2.0,0.09,5,1,1092.0,55000.0
1,3.0,2.0,0.09,5,1,1100.0,65000.0
1,5.0,2.0,0.12,9,1,1620.0,79000.0
1,3.0,2.0,0.97,9,1,1205.0,106700.0
1,3.0,2.0,10.44,9,1,1251.0,180000.0
1,6.0,3.0,28.17,9,1,5000.0,550000.0
1,2.0,1.0,0.22,9,1,845.0,70000.0
1,3.0,3.0,0.23,9,1,1326.0,69900.0
1,4.0,2.0,2.91,9,1,1000.0,198500.0
1,5.0,3.0,0.1,9,1,950.0,75000.0
1,4.0,2.0,2.06,9,1,1100.0,219900.0
1,3.0,2.0,0.86,9,1,1700.0,95000.0
1,13.0,4.0,0.2,9,1,600.0,99000.0
1,3.0,1.0,0.28,9,1,781.0,75000.0
1,3.0,4.0,1.94,9,1,2500.0,195000.0
1,6.0,3.0,30.0,9,1,5000.0,600000.0
1,3.0,1.0,0.26,9,1,781.0,120000.0
1,4.0,1.0,0.94,9,1,13818.0,108000.0
1,3.0,3.0,0.24,37,1,2377.0,750000.0
1,3.0,3.0,0.16,37,1,2000.0,550000.0
1,4.0,3.0,0.14,37,1,2850.0,950000.0
1,3.0,2.0,0.1,37,1,1800.0,550000.0
1,2.0,1.0,0.08,37,1,700.0,59200.0
1,4.0,3.0,0.25,37,1,2900.0,995000.0
1,2.0,2.0,0.11,37,1,800.0,55000.0
1,3.0,3.0,0.52,37,1,1500.0,575000.0
1,3.0,2.0,0.27,37,1,2200.0,465000.0
1,4.0,3.0,0.12,37,1,2490.0,895000.0
1,4.0,2.0,0.21,37,1,999.0,850000.0
1,4.0,4.0,0.07,37,1,3090.0,300000.0
1,4.0,2.0,0.51,30,1,1641.0,97900.0
1,4.0,4.0,0.2,30,1,1760.0,144900.0
1,3.0,3.0,2.91,13,1,2485.0,265000.0
1,3.0,2.0,10.44,9,1,1251.0,180000.0
1,3.0,1.0,0.15,2,1,800.0,99000.0
1,3.0,1.0,0.1,3,1,1100.0,95000.0
1,4.0,3.0,0.22,35,1,900.0,245000.0
1,3.0,1.0,0.04,19,1,913.0,70000.0
1,3.0,3.0,0.72,3,1,2460.0,225000.0
1,3.0,2.0,0.08,2,1,1084.0,119000.0
1,4.0,2.0,0.35,2,1,1918.0,97000.0
1,4.0,3.0,5.05,3,1,1520.0,210000.0
1,4.0,1.0,0.8,3,1,921.0,67600.0
1,3.0,1.0,0.09,2,1,870.0,102900.0
1,3.0,2.0,0.22,4,1,1134.0,121000.0
1,4.0,2.0,0.15,8,1,1597.0,81000.0
1,3.0,2.0,0.08,3,1,1250.0,84900.0
1,5.0,2.0,0.25,3,1,2283.0,99000.0
1,3.0,2.0,0.09,44,1,1100.0,120000.0
1,3.0,2.0,0.04,3,1,1547.0,106000.0
1,4.0,2.0,0.2,14,1,1700.0,225000.0
1,3.0,2.0,0.1,43,1,1290.0,130000.0
1,3.0,2.0,0.04,3,1,980.0,74000.0
1,3.0,1.0,0.12,30,1,930.0,85000.0
1,3.0,1.0,0.68,3,1,905.0,54000.0
1,3.0,2.0,0.09,5,1,1092.0,55000.0
1,3.0,1.0,0.04,3,1,1025.0,65000.0
1,2.0,2.0,0.25,3,1,1004.0,126600.0
1,3.0,2.0,1.48,5,1,1820.0,275000.0
1,6.0,5.0,0.27,3,1,3953.0,349900.0
1,3.0,1.0,0.11,8,1,870.0,99000.0
1,3.0,2.0,0.11,10,1,1000.0,67000.0
1,4.0,1.0,0.11,3,1,1562.0,121500.0
1,3.0,3.0,0.13,35,1,1300.0,168100.0
1,3.0,2.0,0.25,4,1,875.0,115000.0
1,3.0,1.0,0.28,9,1,781.0,75000.0
1,4.0,3.0,2.23,5,1,3344.0,225000.0
1,5.0,3.0,2.43,2,1,2625.0,295000.0
1,3.0,1.0,4.89,29,1,1028.0,100000.0
1,4.0,2.0,0.09,45,1,1700.0,299000.0
1,8.0,7.0,0.09,3,1,4036.0,250000.0
1,3.0,2.0,0.28,21,1,2000.0,195000.0
1,3.0,2.0,0.22,21,1,1895.0,200000.0
1,4.0,4.0,0.2,30,1,1760.0,144900.0
1,6.0,2.0,0.11,23,1,2914.0,95000.0
1,3.0,2.0,0.1,20,1,600.0,95000.0
1,3.0,2.0,0.12,27,1,2000.0,295000.0
1,3.0,2.0,0.1,23,1,1100.0,128000.0
1,3.0,2.0,0.28,21,1,2000.0,195000.0
1,3.0,2.0,0.19,7,1,1800.0,195000.0
1,4.0,3.0,0.22,35,1,900.0,245000.0
1,3.0,2.0,0.22,21,1,2070.0,215000.0
1,3.0,2.0,0.22,21,1,1900.0,215000.0
1,3.0,3.0,0.22,29,1,2673.0,147600.0
1,4.0,2.0,0.22,29,1,2760.0,109000.0
1,3.0,1.0,0.08,29,1,785.0,73000.0
1,3.0,1.0,0.25,29,1,1403.0,78000.0
1,3.0,2.0,0.08,29,1,1050.0,69000.0
1,4.0,2.0,0.51,30,1,1641.0,97900.0
1,4.0,2.0,0.2,7,1,1933.0,195000.0
1,3.0,1.0,0.08,29,1,785.0,73000.0
1,3.0,1.0,0.04,35,1,1460.0,69500.0
1,3.0,3.0,0.22,29,1,2673.0,147600.0
1,3.0,2.0,0.08,16,1,1086.0,125000.0
1,4.0,2.0,0.11,33,1,1688.0,77000.0
1,3.0,2.0,0.19,7,1,1800.0,195000.0
1,3.0,2.0,10.44,9,1,1251.0,180000.0
1,3.0,1.0,0.25,29,1,1403.0,78000.0
1,3.0,1.0,0.15,2,1,800.0,99000.0
1,4.0,2.0,0.11,30,1,2327.0,299900.0
1,3.0,1.0,0.1,3,1,1100.0,95000.0
1,4.0,3.0,0.22,35,1,900.0,245000.0
1,3.0,1.0,0.09,33,1,1000.0,75200.0
1,4.0,2.0,0.51,30,1,1641.0,97900.0
1,3.0,1.0,0.08,29,1,785.0,73000.0
1,3.0,3.0,0.22,29,1,2673.0,147600.0
1,3.0,2.0,0.08,16,1,1086.0,125000.0
1,7.0,3.0,0.09,37,1,1192.0,110000.0
1,2.0,1.0,0.15,33,1,1000.0,63000.0
1,3.0,2.0,10.44,9,1,1251.0,180000.0
1,4.0,2.0,0.11,33,1,1688.0,77000.0
1,6.0,3.0,4.94,40,1,3000.0,265000.0
1,3.0,1.0,0.25,29,1,1403.0,78000.0
1,3.0,1.0,0.15,2,1,800.0,99000.0
1,3.0,1.0,0.15,41,1,934.0,88000.0
